event,time,x1_bM,x2_bM,x3_bM,x4_bM,x5_bM,x6_indep_bM,x7_bM,x1_bA,x2_bA,x3_bA,x4_bA,x5_bA,x6_indep_bA,x7_bA,T4.00_indep_bM,T4.50_indep_bM,T5.00_indep_bM,T5.50_indep_bM,T6.00_indep_bM,T6.50_indep_bM,T7.00_indep_bM,T7.50_indep_bM,T8.00_indep_bM,Mmean_indep_bM,dE12_indep_bM,bM,a_bM,eta_bM,deltaM_bM,mu4.00_indep_bM,mu4.50_indep_bM,mu5.00_indep_bM,mu5.50_indep_bM,mu6.00_indep_bM,mu6.50_indep_bM,mu7.00_indep_bM,mu7.50_indep_bM,mu8.00_indep_bM,c4.00_indep_bM,c4.50_indep_bM,c5.00_indep_bM,c5.50_indep_bM,c6.00_indep_bM,c6.50_indep_bM,c7.00_indep_bM,c7.50_indep_bM,c8.00_indep_bM,T4.00_indep_bA,T4.50_indep_bA,T5.00_indep_bA,T5.50_indep_bA,T6.00_indep_bA,T6.50_indep_bA,T7.00_indep_bA,T7.50_indep_bA,T8.00_indep_bA,Mmean_indep_bA,dE12_indep_bA,bA,a_bA,eta_bA,deltaM_bA,mu4.00_indep_bA,mu4.50_indep_bA,mu5.00_indep_bA,mu5.50_indep_bA,mu6.00_indep_bA,mu6.50_indep_bA,mu7.00_indep_bA,mu7.50_indep_bA,mu8.00_indep_bA,c4.00_indep_bA,c4.50_indep_bA,c5.00_indep_bA,c5.50_indep_bA,c6.00_indep_bA,c6.50_indep_bA,c7.00_indep_bA,c7.50_indep_bA,c8.00_indep_bA,continuousClass,class4.00,class4.50,class5.00,class5.50,class6.00,class6.50,class7.00,class7.50,class8.00
205,2002-05-20 09:49:46,-0.000936307,-0.00601262,0.00560876,0.0044554,0.0028665,0,0.237255,-0.129328,-0.703977,0.736343,0.273796,-0.168441,0,0.0166176,18.8808,22.3002,578.139,833.399,264.005,4692.85,4692.85,0,-46.6553,4.63333,2.38459e+08,0.208261,2.37543,0.0500049,-3.70602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8808,22.3002,578.139,833.399,264.005,4692.85,4692.85,0,-46.6553,4.63333,2.38459e+08,0.593144,3.16855,0.00259003,-0.475281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2002-05-28 16:45:17,-0.0041749,-0.00218616,-8.32667e-17,0.00515243,0.00537666,0,0.241496,-0.737653,0.554669,-0.545805,0.623543,-0.333414,0,0.16329,18.8808,22.3002,578.139,833.399,264.005,4692.85,4692.85,0,-54.1531,4.39167,6.91208e+08,0.205697,2.35954,0.0497879,-3.77096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8808,22.3002,578.139,833.399,264.005,4692.85,4692.85,0,-54.1531,4.39167,6.91208e+08,0.262347,1.49719,0.023928,-0.840255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2002-08-10 09:03:17,-0.00375563,-0.00203237,-0.00158511,0.00557818,0.00482307,0,0.242146,0.0899474,-0.263942,-0.582383,0.104352,0.46469,0,0.147209,54.1531,54.9438,625.327,716.932,979.688,4692.85,4692.85,0,-124.405,4.7,3.23079e+08,0.205308,2.36345,0.0486919,-3.81174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.1531,54.9438,625.327,716.932,979.688,4692.85,4692.85,0,-124.405,4.7,3.23079e+08,0.277356,1.64862,0.00276556,0.155919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,1,0,0,0,0,0,0,0
208,2002-08-14 23:28:56,-0.0015707,-0.00307856,-0.00359212,0.0067366,0.00511014,5.2,0.241496,-0.183506,-0.0982384,-0.322086,-0.098425,0.534844,5.2,0.150378,124.405,127.832,576.018,716.932,979.688,4692.85,4692.85,0,-114.343,4.95,3.58168e+08,0.205697,2.36626,0.0485931,-3.80363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.405,127.832,576.018,716.932,979.688,4692.85,4692.85,0,-114.343,4.95,3.58168e+08,0.274272,1.7027,0.00124732,-0.10807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2002-09-01 05:56:24,0.0018133,-0.000936307,-0.00601262,0.00560876,0.0044554,0,0.234302,-0.21374,-0.129328,-0.703977,0.736343,0.273796,0,0.0727422,114.343,127.832,576.018,716.932,979.688,4692.85,4692.85,0,-103.838,4.925,4.74855e+08,0.210075,2.38732,0.0467959,-3.66415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.343,127.832,576.018,716.932,979.688,4692.85,4692.85,0,-103.838,4.925,4.74855e+08,0.379404,2.21362,0.0106774,0.265541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2002-10-18 06:43:20,0.00789066,-0.0041749,-0.00218616,-8.32667e-17,0.00515243,0,0.228685,0.204595,-0.737653,0.554669,-0.545805,0.623543,0,0.0397353,95.5494,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-142.582,5.325,3.5225e+08,0.213587,2.39948,0.049775,-4.83416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.5494,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-142.582,5.325,3.5225e+08,0.466941,2.83152,0.00785861,0.036036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1,0,0,0,0,0,0,0,0
211,2002-10-18 08:04:58,0.0123473,-0.00375563,-0.00203237,-0.00158511,0.00557818,4.4,0.222349,0.212693,0.0899474,-0.263942,-0.582383,0.104352,4.4,0.033873,68.9028,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-68.9595,4.9,3.18383e+08,0.217655,2.41193,0.0498395,-4.68143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9028,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-68.9595,4.9,3.18383e+08,0.490049,2.74629,0.00581468,-0.104119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1,0,0,0,0,0,0,0,0
212,2002-10-18 08:45:22,0.0159574,-0.0015707,-0.00307856,-0.00359212,0.0067366,4.4,0.21629,0.188905,-0.183506,-0.0982384,-0.322086,-0.098425,4.4,0.0407821,64.3584,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-64.3864,4.7,2.63712e+08,0.221654,2.42326,0.0520368,-4.53263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3584,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-64.3864,4.7,2.63712e+08,0.463177,2.55322,0.0144321,-0.0124055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1,0,0,0,0,0,0,0,0
213,2002-10-20 21:25:52,0.0157283,0.0018133,-0.000936307,-0.00601262,0.00560876,4.4,0.21018,0.869983,-0.21374,-0.129328,-0.703977,0.736343,4.4,0.000178582,47.1173,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-49.6455,4.65,3.35997e+08,0.225803,2.43589,0.0522241,-4.38769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1173,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-49.6455,4.65,3.35997e+08,1.24939,6.19873,0.201244,0.538587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1,0,0,0,0,0,0,0,0
214,2002-10-20 22:19:47,0.0172565,0.00789066,-0.0041749,-0.00218616,-8.32667e-17,4.4,0.202987,2.54336,0.204595,-0.737653,0.554669,-0.545805,4.4,9.31323e-10,2.61287,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-2.65031,4.375,2.80032e+09,0.230844,2.45503,0.052166,-4.23503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61287,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-2.65031,4.375,2.80032e+09,3.0103,13.6784,0.00775203,-0.143872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2003-06-09 01:52:51,0.0102811,0.0123473,-0.00375563,-0.00203237,-0.00158511,0,0.207105,-0.136989,0.212693,0.0899474,-0.263942,-0.582383,0,0.087261,2.59362,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-233.742,4.35,1.0105e+08,0.227936,2.4274,0.0654005,-4.24948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59362,131.612,201.103,716.932,979.688,4692.85,4692.85,0,-233.742,4.35,1.0105e+08,0.35306,1.98736,0.0235364,-1.22895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,0,0,0,0
216,2003-06-10 08:40:30,0.00580449,0.0159574,-0.0015707,-0.00307856,-0.00359212,5.8,0.20779,-0.199771,0.188905,-0.183506,-0.0982384,-0.322086,5.8,0.1621,233.714,376.38,376.38,1001.71,979.688,4692.85,4692.85,0,-234.997,4.7,2.00656e+08,0.227459,2.43163,0.0627365,-4.29041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.714,376.38,376.38,1001.71,979.688,4692.85,4692.85,0,-234.997,4.7,2.00656e+08,0.263406,1.61429,0.0200962,-0.328548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2003-06-16 18:33:40,-0.00186293,0.0157283,0.0018133,-0.000936307,-0.00601262,6,0.212902,-0.965398,0.869983,-0.21374,-0.129328,-0.703977,6,0.140615,232.468,303.984,303.984,483.217,979.688,4692.85,4692.85,0,-238.88,5.125,2.36154e+08,0.22394,2.41174,0.0658763,-4.36958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.468,303.984,303.984,483.217,979.688,4692.85,4692.85,0,-238.88,5.125,2.36154e+08,0.28399,1.8005,0.0123656,-0.340019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2003-07-13 14:13:28,-0.00380147,0.0172565,0.00789066,-0.0041749,-0.00218616,0,0.208388,-2.77879,2.54336,0.204595,-0.737653,0.554669,0,0.202059,238.843,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-265.662,5.4,2.09371e+08,0.227043,2.43378,0.0662608,-4.3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.843,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-265.662,5.4,2.09371e+08,0.231507,1.59519,0.0229852,-0.890463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,1,0,0,0,0,0,0,0
219,2003-07-13 15:06:30,0.00156588,0.0102811,0.0123473,-0.00375563,-0.00203237,4,0.204877,-0.0905986,-0.136989,0.212693,0.0899474,-0.263942,4,0.163161,238.843,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-34.5511,5.325,1.60985e+09,0.229502,2.43866,0.0641763,-4.22586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.843,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-34.5511,5.325,1.60985e+09,0.262461,1.74266,0.0248705,-0.639681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,1,0,0,0,0,0,0,0
220,2003-07-14 05:18:52,0.00406212,0.00580449,0.0159574,-0.0015707,-0.00307856,4.3,0.20204,0.131048,-0.199771,0.188905,-0.183506,-0.0982384,4.3,0.06556,34.5511,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-33.86,4.95,1.17315e+09,0.231521,2.44406,0.0633192,-4.15653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5511,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-33.86,4.95,1.17315e+09,0.394454,2.2976,0.0213326,0.175239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2003-08-03 11:35:20,0.00963529,-0.00186293,0.0157283,0.0018133,-0.000936307,0,0.199193,0.326381,-0.965398,0.869983,-0.21374,-0.129328,0,0.0147533,33.86,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-47.7095,4.575,3.45585e+08,0.233575,2.45045,0.0626601,-4.09103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.86,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-47.7095,4.575,3.45585e+08,0.61037,3.1375,0.0221233,0.359683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,2004-01-13 09:29:02,0.00881619,-0.00380147,0.0172565,0.00789066,-0.0041749,0,0.196076,0.393186,-2.77879,2.54336,0.204595,-0.737653,0,0.0133635,47.7095,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-183.802,4.325,4.23215e+07,0.235859,2.45878,0.0620597,-4.02481,0,20.2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.7095,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-183.802,4.325,4.23215e+07,0.624694,3.12211,0.000782644,-0.497826,0,20.2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2004-02-15 13:32:06,0.0050826,0.00156588,0.0102811,0.0123473,-0.00375563,0,0.197809,1.74441,-0.0905986,-0.136989,0.212693,0.0899474,0,9.53674e-07,183.766,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-216.934,4.45,4.67733e+07,0.234585,2.44769,0.0630943,-4.03414,0,91.5869,0,0,0,0,0,0,0,0,0.778774,0,0,0,0,0,0,0,183.766,288.526,288.526,483.217,979.688,4692.85,4692.85,0,-216.934,4.45,4.67733e+07,2.00687,9.43891,0.019104,-0.203308,0,91.5869,0,0,0,0,0,0,0,0,0.778774,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0
224,2004-02-15 19:03:23,0.00536707,0.00406212,0.00580449,0.0159574,-0.0015707,4.8,0.194687,0.0356739,0.131048,-0.199771,0.188905,-0.183506,4.8,0.0512409,216.343,251.486,288.526,483.217,979.688,4692.85,4692.85,0,-216.573,4.575,4.28788e+07,0.236888,2.46108,0.0627704,-3.98924,0,91.5869,0,0,0,0,0,0,0,0,0.778774,0,0,0,0,0,0,0,216.343,251.486,288.526,483.217,979.688,4692.85,4692.85,0,-216.573,4.575,4.28788e+07,0.430128,2.41938,0.0559374,-0.824793,0,91.5869,0,0,0,0,0,0,0,0,0.778774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2004-02-29 12:54:45,0.00645474,0.00963529,-0.00186293,0.0157283,0.0018133,0,0.190506,-0.0819732,0.326381,-0.965398,0.869983,-0.21374,0,0.0259901,216.343,251.486,288.526,483.217,979.688,4692.85,4692.85,0,-210.055,4.375,4.05834e+07,0.24003,2.47137,0.0601178,-3.89607,0,162.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.343,251.486,288.526,483.217,979.688,4692.85,4692.85,0,-210.055,4.375,4.05834e+07,0.528397,2.70081,0.0317327,-0.311332,0,162.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2004-04-24 15:20:31,0.00821838,0.00881619,-0.00380147,0.0172565,0.00789066,0,0.185254,-0.348574,0.393186,-2.77879,2.54336,0.204595,0,0.148471,210.055,251.486,288.526,483.217,979.688,4692.85,4692.85,0,-102.244,4.3,9.58821e+07,0.244077,2.48437,0.0588428,-3.77861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.055,251.486,288.526,483.217,979.688,4692.85,4692.85,0,-102.244,4.3,9.58821e+07,0.276119,1.53237,0.0207416,-0.749651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1,1,0,0,0,0,0,0,0
227,2004-04-27 10:08:09,0.0086721,0.0050826,0.00156588,0.0102811,0.0123473,4.8,0.186307,-1.50772,1.74441,-0.0905986,-0.136989,0.212693,4.8,0.0318103,102.244,319.278,288.526,483.217,979.688,4692.85,4692.85,0,-71.8584,4.375,1.41368e+08,0.243257,2.47564,0.0625176,-3.77707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.244,319.278,288.526,483.217,979.688,4692.85,4692.85,0,-71.8584,4.375,1.41368e+08,0.499144,2.60407,0.0140852,-0.417062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,1,1,1,0,0,0,0,0,0
228,2004-05-01 07:56:13,0.00691514,0.00536707,0.00406212,0.00580449,0.0159574,4.8,0.185606,0.18264,0.0356739,0.131048,-0.199771,0.188905,4.8,0.014511,71.8584,315.649,288.526,483.217,979.688,4692.85,4692.85,0,-75.5367,4.325,1.76149e+08,0.243803,2.47961,0.0627569,-3.77055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8584,315.649,288.526,483.217,979.688,4692.85,4692.85,0,-75.5367,4.325,1.76149e+08,0.612768,2.99527,0.0124528,-0.0881056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2004-06-02 16:56:33,0.00823274,0.00645474,0.00963529,-0.00186293,0.0157283,0,0.179975,0.514903,-0.0819732,0.326381,-0.965398,0.869983,0,0.000741478,61.7927,75.7667,327.252,483.217,979.688,4692.85,4692.85,0,-94.1679,4.7,1.69855e+08,0.248263,2.49987,0.0619346,-3.66946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7927,75.7667,327.252,483.217,979.688,4692.85,4692.85,0,-94.1679,4.7,1.69855e+08,1.0433,5.24857,0.0352097,0.169268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2005-01-27 12:31:32,0.00390226,0.00821838,0.00881619,-0.00380147,0.0172565,0,0.180328,0.564009,-0.348574,0.393186,-2.77879,2.54336,0,0.00301727,39.0667,39.0667,327.252,483.217,979.688,4692.85,4692.85,0,-277.883,4.85,6.03006e+07,0.247979,2.49387,0.0673559,-3.95677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0667,39.0667,327.252,483.217,979.688,4692.85,4692.85,0,-277.883,4.85,6.03006e+07,0.840129,4.4637,0.00442625,-0.113114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0
231,2005-02-01 01:59:50,0.00415745,0.0086721,0.0050826,0.00156588,0.0102811,4.5,0.181033,0.337969,-1.50772,1.74441,-0.0905986,-0.136989,4.5,0.00308077,275.1,39.0667,327.252,483.217,979.688,4692.85,4692.85,0,-279.661,4.775,6.4582e+07,0.247414,2.49157,0.0675732,-3.97043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.1,39.0667,327.252,483.217,979.688,4692.85,4692.85,0,-279.661,4.775,6.4582e+07,0.837113,4.34227,0.000524906,0.0128064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1,0,0,0,0,0,0,0,0
232,2005-02-01 04:56:39,0.00361121,0.00691514,0.00536707,0.00406212,0.00580449,5,0.181033,0.316613,0.18264,0.0356739,0.131048,-0.199771,5,0.00162877,275.753,279.661,327.252,483.217,979.688,4692.85,4692.85,0,-275.875,4.875,6.30982e+07,0.247414,2.49009,0.0676071,-3.96447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.753,279.661,327.252,483.217,979.688,4692.85,4692.85,0,-275.875,4.875,6.30982e+07,0.92938,4.87578,0.00643949,-0.046272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2005-02-11 22:56:17,0.000568975,0.00823274,0.00645474,0.00963529,-0.00186293,0,0.179269,-0.28694,0.514903,-0.0819732,0.326381,-0.965398,0,0.00538167,243.5,279.661,327.252,483.217,979.688,4692.85,4692.85,0,-254.25,4.675,4.80617e+07,0.248832,2.49683,0.0672449,-3.93422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.5,279.661,327.252,483.217,979.688,4692.85,4692.85,0,-254.25,4.675,4.80617e+07,0.756361,3.88104,0.00493402,-0.131201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2005-02-27 19:54:15,0.00432187,0.00390226,0.00821838,0.00881619,-0.00380147,0,0.175024,-0.105055,0.564009,-0.348574,0.393186,-2.77879,0,0.00623419,15.4339,279.661,327.252,483.217,979.688,4692.85,4692.85,0,-31.3074,4.525,3.25144e+08,0.252301,2.51079,0.0655067,-3.85154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4339,279.661,327.252,483.217,979.688,4692.85,4692.85,0,-31.3074,4.525,3.25144e+08,0.735073,3.67126,0.00195109,0.00558717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2005-03-11 19:10:35,0.00498471,0.00415745,0.0086721,0.0050826,0.00156588,0,0.174905,0.787916,0.337969,-1.50772,1.74441,-0.0905986,0,1.33325e-05,26.7461,279.661,327.252,483.217,979.688,4692.85,4692.85,0,-38.7158,4.45,2.68863e+08,0.252399,2.50666,0.0654447,-3.83134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7461,279.661,327.252,483.217,979.688,4692.85,4692.85,0,-38.7158,4.45,2.68863e+08,1.62503,7.60767,0.119143,0.318443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2005-04-30 05:19:13,0.00675731,0.00361121,0.00691514,0.00536707,0.00406212,0,0.172777,0.712602,0.316613,0.18264,0.0356739,0.131048,0,1.18592e-05,38.593,314.468,327.252,483.217,979.688,4692.85,4692.85,0,-88.0157,4.34167,8.02634e+07,0.254172,2.51388,0.0648099,-3.79047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.593,314.468,327.252,483.217,979.688,4692.85,4692.85,0,-88.0157,4.34167,8.02634e+07,1.64198,7.50523,0.000187229,-0.00416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1,1,1,0,0,0,0,0,0
237,2005-04-30 14:48:16,0.00683604,0.000568975,0.00823274,0.00645474,0.00963529,4.2,0.171,-0.209034,-0.28694,0.514903,-0.0819732,0.326381,4.2,0.0228044,77.2659,314.468,327.252,483.217,979.688,4692.85,4692.85,0,-77.6611,4.29167,1.67117e+08,0.255668,2.51728,0.0638144,-3.74589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2659,314.468,327.252,483.217,979.688,4692.85,4692.85,0,-77.6611,4.29167,1.67117e+08,0.547327,2.80049,0.0402751,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1,1,0,0,0,0,0,0,0
238,2005-04-30 14:59:20,0.00366803,0.00432187,0.00390226,0.00821838,0.00881619,5.3,0.170644,-0.184428,-0.105055,0.564009,-0.348574,0.393186,5.3,0.0222876,61.7875,331.911,690.255,483.217,979.688,4692.85,4692.85,0,-61.7952,4.56667,2.28095e+08,0.255969,2.51388,0.0677307,-3.72103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7875,331.911,690.255,483.217,979.688,4692.85,4692.85,0,-61.7952,4.56667,2.28095e+08,0.550645,2.8909,0.00252016,0.0499762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,1,0,0,0,0,0,0,0
239,2005-04-30 15:07:37,0.00357028,0.00498471,0.00415745,0.0086721,0.0050826,5.3,0.170644,-1.08575,0.787916,0.337969,-1.50772,1.74441,5.3,0.0241083,49.8255,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-49.8313,4.66667,2.92147e+08,0.255969,2.51408,0.0677698,-3.72179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8255,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-49.8313,4.66667,2.92147e+08,0.539278,2.86168,0.00418093,-0.00650901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,1,0,0,0,0,0,0,0
240,2005-04-30 19:20:16,0.00240257,0.00675731,0.00361121,0.00691514,0.00536707,5.3,0.169933,-1.13371,0.712602,0.316613,0.18264,0.0356739,5.3,0.0298659,0.408611,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-0.584063,4.625,2.29233e+10,0.256574,2.51692,0.0676143,-3.70971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408611,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-0.584063,4.625,2.29233e+10,0.508275,2.69582,0.00173862,-0.00387075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,1,0,0,0,0,0,0,0
241,2005-04-30 19:30:11,0.00273821,0.00683604,0.000568975,0.00823274,0.00645474,5.3,0.167796,0.678208,-0.209034,-0.28694,0.514903,-0.0819732,5.3,0.000210569,0.188889,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-0.195775,4.6,6.9468e+10,0.258406,2.5239,0.0664237,-3.6672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188889,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-0.195775,4.6,6.9468e+10,1.22554,5.98251,0.134756,0.418447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,1,0,0,0,0,0,0,0
242,2005-05-02 19:08:54,0.00336265,0.00366803,0.00432187,0.00390226,0.00821838,5.3,0.166726,1.43163,-0.184428,-0.105055,0.564009,-0.348574,5.3,1.13028e-06,0.18809,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-2.17331,4.35,3.3236e+09,0.259332,2.52656,0.0654795,-3.64256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18809,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-2.17331,4.35,3.3236e+09,1.98227,8.96793,0.0278957,0.0759306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1,1,0,0,0,0,0,0,0
243,2005-05-04 00:40:49,0.00523433,0.00357028,0.00498471,0.00415745,0.0086721,5.3,0.164585,0.987795,-1.08575,0.787916,0.337969,-1.50772,5.3,2.6229e-05,2.16756,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-3.39806,4.25,2.0212e+09,0.261204,2.53347,0.0644554,-3.59921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16756,88.5413,690.255,483.217,979.688,4692.85,4692.85,0,-3.39806,4.25,2.0212e+09,1.52707,6.83511,0.00612818,-0.0759571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
