event,time,x1_bM,x2_bM,x3_bM,x4_bM,x5_bM,x6_indep_bM,x7_bM,x1_bA,x2_bA,x3_bA,x4_bA,x5_bA,x6_indep_bA,x7_bA,T4.00_indep_bM,T4.50_indep_bM,T5.00_indep_bM,T5.50_indep_bM,T6.00_indep_bM,T6.50_indep_bM,T7.00_indep_bM,T7.50_indep_bM,T8.00_indep_bM,Mmean_indep_bM,dE12_indep_bM,bM,a_bM,eta_bM,deltaM_bM,mu4.00_indep_bM,mu4.50_indep_bM,mu5.00_indep_bM,mu5.50_indep_bM,mu6.00_indep_bM,mu6.50_indep_bM,mu7.00_indep_bM,mu7.50_indep_bM,mu8.00_indep_bM,c4.00_indep_bM,c4.50_indep_bM,c5.00_indep_bM,c5.50_indep_bM,c6.00_indep_bM,c6.50_indep_bM,c7.00_indep_bM,c7.50_indep_bM,c8.00_indep_bM,T4.00_indep_bA,T4.50_indep_bA,T5.00_indep_bA,T5.50_indep_bA,T6.00_indep_bA,T6.50_indep_bA,T7.00_indep_bA,T7.50_indep_bA,T8.00_indep_bA,Mmean_indep_bA,dE12_indep_bA,bA,a_bA,eta_bA,deltaM_bA,mu4.00_indep_bA,mu4.50_indep_bA,mu5.00_indep_bA,mu5.50_indep_bA,mu6.00_indep_bA,mu6.50_indep_bA,mu7.00_indep_bA,mu7.50_indep_bA,mu8.00_indep_bA,c4.00_indep_bA,c4.50_indep_bA,c5.00_indep_bA,c5.50_indep_bA,c6.00_indep_bA,c6.50_indep_bA,c7.00_indep_bA,c7.50_indep_bA,c8.00_indep_bA,continuousClass,class4.00,class4.50,class5.00,class5.50,class6.00,class6.50,class7.00,class7.50,class8.00
363,2013-07-24 15:32:13,0.000563159,0.00558329,-0.00216632,-0.00332337,-0.00891995,5,0.180857,0.241994,-0.0183209,-0.471817,-0.597489,0.667481,5,0.0291166,52.3778,52.3778,111.339,1287.45,4022.54,4692.85,4692.85,0,-52.4091,5.525,1.20406e+09,0.247555,2.50261,0.0703494,-3.70929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3778,52.3778,111.339,1287.45,4022.54,4692.85,4692.85,0,-52.4091,5.525,1.20406e+09,0.511953,3.17359,0.00113096,0.00100668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,2013-10-31 12:02:08,-0.00220224,-0.000463825,0.000833628,-0.000833628,-0.00855942,0,0.186132,0.0851234,-0.0659214,-0.345185,-0.226038,-0.0570083,0,0.0963893,25.6531,52.3778,111.339,1287.45,4022.54,4692.85,4692.85,0,-124.507,5.1,5.60547e+08,0.243393,2.47626,0.0777258,-3.97392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6531,52.3778,111.339,1287.45,4022.54,4692.85,4692.85,0,-124.507,5.1,5.60547e+08,0.338657,2.0722,0.0109222,-0.418885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,2013-11-07 07:25:10,0.000410827,-0.00388903,0.00533862,-0.00412167,-0.00523213,6.3,0.185254,0.0372756,-0.063604,-0.140882,-0.126558,-0.15303,6.3,0.120968,107.077,124.507,151.263,218.416,1570.75,4692.85,4692.85,0,-113.884,5.25,5.01108e+08,0.244077,2.48382,0.0721054,-3.87639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.077,124.507,151.263,218.416,1570.75,4692.85,4692.85,0,-113.884,5.25,5.01108e+08,0.305777,1.95038,0.00265108,-0.0784477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,2014-03-19 12:19:26,-0.000942653,-0.00810328,0.00573709,0.000550136,-0.00475655,0,0.188759,-0.20292,0.159383,-0.113635,-0.302523,-0.61843,0,0.145083,105.693,113.884,151.263,218.416,1570.75,4692.85,4692.85,0,-237.897,5.1,2.88114e+08,0.241364,2.47192,0.0730496,-3.94147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.693,113.884,151.263,218.416,1570.75,4692.85,4692.85,0,-237.897,5.1,2.88114e+08,0.279461,1.77031,0.00443741,-0.034707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,2014-05-04 12:43:35,-0.00725955,0.000563159,0.00558329,-0.00216632,-0.00332337,0,0.190157,-0.200388,0.241994,-0.0183209,-0.471817,-0.597489,0,0.116227,237.866,237.897,263.519,290.275,1570.75,4692.85,4692.85,0,-283.883,5.3,2.36848e+08,0.240296,2.46926,0.0717261,-3.97593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.866,237.897,263.519,290.275,1570.75,4692.85,4692.85,0,-283.883,5.3,2.36848e+08,0.311565,1.99635,0.00702414,-0.107484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,2014-05-21 00:21:12,-0.00598726,-0.00220224,-0.000463825,0.000833628,-0.000833628,0,0.193991,0.0764126,0.0851234,-0.0659214,-0.345185,-0.226038,0,0.0568579,185.029,185.029,263.519,290.275,1570.75,4692.85,4692.85,0,-201.513,5.375,3.86787e+08,0.237406,2.45731,0.0727989,-4.05068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.029,185.029,263.519,290.275,1570.75,4692.85,4692.85,0,-201.513,5.375,3.86787e+08,0.41507,2.57605,0.0115275,0.0936871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2014-06-17 19:49:12,-0.00575927,0.000410827,-0.00388903,0.00533862,-0.00412167,0,0.192773,0.0201231,0.0372756,-0.063604,-0.140882,-0.126558,0,0.105269,194.706,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-222.517,5.2,1.65808e+08,0.238318,2.46457,0.0718871,-4.04154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.706,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-222.517,5.2,1.65808e+08,0.3259,2.03973,0.0111965,-0.45877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,2014-06-26 06:42:19,-0.00159903,-0.000942653,-0.00810328,0.00573709,0.000550136,0,0.190856,0.0824026,-0.20292,0.159383,-0.113635,-0.302523,0,0.0821123,90.3123,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-98.7659,5.1,3.58936e+08,0.239765,2.46991,0.0707373,-4.00138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.3123,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-98.7659,5.1,3.58936e+08,0.361864,2.19056,0.01081,-0.253543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,2014-07-27 09:23:38,0.00174095,-0.00725955,0.000563159,0.00558329,-0.00216632,0,0.187884,0.0278858,-0.200388,0.241994,-0.0183209,-0.471817,0,0.0958625,90.3123,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-83.8611,4.65,2.26582e+08,0.242037,2.47865,0.0691481,-3.94081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.3123,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-83.8611,4.65,2.26582e+08,0.33945,1.9235,0.000769122,-0.0665041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2014-08-24 12:39:09,0.00832846,-0.00598726,-0.00220224,-0.000463825,0.000833628,0,0.183146,0.694909,0.0764126,0.0851234,-0.0659214,-0.345185,0,0.000467804,83.8611,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-95.5125,4.525,1.71721e+08,0.245734,2.49261,0.0674215,-3.8435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8611,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-95.5125,4.525,1.71721e+08,1.10998,5.36771,0.321364,0.764136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2014-09-10 05:12:30,0.00825363,-0.00575927,0.000410827,-0.00388903,0.00533862,0,0.18209,0.784079,0.0201231,0.0372756,-0.063604,-0.140882,0,0.000467804,83.8611,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-84.3912,4.075,5.84685e+07,0.246571,2.49098,0.0652152,-3.80246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8611,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-84.3912,4.075,5.84685e+07,1.10998,4.86822,0.00758883,-0.0858644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,1,0,0,0,0,0,0,0,0
374,2014-09-12 00:35:26,0.00830869,-0.00159903,-0.000942653,-0.00810328,0.00573709,4.2,0.18021,0.713243,0.0824026,-0.20292,0.159383,-0.113635,4.2,0.000595222,112.202,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-77.7452,4.075,6.11777e+07,0.248074,2.49613,0.0640246,-3.76206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.202,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-77.7452,4.075,6.11777e+07,1.07511,4.72611,0.00764861,-0.0959474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2014-09-24 01:01:15,0.00755785,0.00174095,-0.00725955,0.000563159,0.00558329,0,0.178327,0.802804,0.0278858,-0.200388,0.241994,-0.0183209,0,0.000374315,86.1988,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-58.6511,4.1,8.36472e+07,0.249595,2.50093,0.0625325,-3.71995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.1988,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-58.6511,4.1,8.36472e+07,1.14225,5.02829,0.0144352,-0.102081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,1,0,0,0,0,0,0,0,0
376,2014-09-25 21:49:49,0.0064692,0.00832846,-0.00598726,-0.00220224,-0.000463825,4.1,0.175142,4.91062,0.694909,0.0764126,0.0851234,-0.0659214,4.1,8.67362e-19,58.6511,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-32.3824,4.05,1.39475e+08,0.252204,2.51143,0.0608552,-3.65797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.6511,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-32.3824,4.05,1.39475e+08,6.0206,24.7725,0.745554,0.0853759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,2014-10-07 18:08:09,0.00504762,0.00825363,-0.00575927,0.000410827,-0.00388903,0,0.17585,-0.106545,0.784079,0.0201231,0.0372756,-0.063604,0,0.000976563,15.6926,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-27.5386,4.125,2.40205e+08,0.251619,2.50295,0.0605075,-3.64736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6926,194.706,308.59,326.02,1570.75,4692.85,4692.85,0,-27.5386,4.125,2.40205e+08,1.00343,4.59071,0.0629299,-0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2015-01-07 04:48:33,0.00267362,0.00830869,-0.00159903,-0.000942653,-0.00810328,0,0.176912,-0.489771,0.713243,0.0824026,-0.20292,0.159383,0,0.0175385,25.7311,202.242,308.59,326.02,1570.75,4692.85,4692.85,0,-117.176,4.25,9.21842e+07,0.250747,2.49907,0.0609165,-3.66649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7311,202.242,308.59,326.02,1570.75,4692.85,4692.85,0,-117.176,4.25,9.21842e+07,0.585336,2.93922,0.0157325,-0.321429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,2015-03-23 10:13:50,-0.000857713,0.00755785,0.00174095,-0.00725955,0.000563159,0,0.179386,-0.723697,0.802804,0.0278858,-0.200388,0.241994,0,0.0555047,105.158,247.67,432.699,326.02,1570.75,4692.85,4692.85,0,-180.384,4.5,1.13371e+08,0.248737,2.48932,0.0615953,-3.70784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.158,247.67,432.699,326.02,1570.75,4692.85,4692.85,0,-180.384,4.5,1.13371e+08,0.418557,2.25979,0.00751475,-0.299012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2015-04-05 20:50:26,-0.00488321,0.0064692,0.00832846,-0.00598726,-0.00220224,0,0.18115,-5.43576,4.91062,0.694909,0.0764126,0.0851234,0,0.0175993,178.517,306.412,368.913,326.02,1570.75,4692.85,4692.85,0,-191.959,4.85,1.11429e+08,0.24732,2.48575,0.0609173,-3.75075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.517,306.412,368.913,326.02,1570.75,4692.85,4692.85,0,-191.959,4.85,1.11429e+08,0.584835,3.1815,0.0155417,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2015-06-16 15:16:07,-0.00569919,0.00504762,0.00825363,-0.00575927,0.000410827,0,0.182911,-0.418097,-0.106545,0.784079,0.0201231,0.0372756,0,0.0175385,180.113,306.412,368.913,326.02,1570.75,4692.85,4692.85,0,-251.881,4.95,8.86508e+07,0.24592,2.4819,0.0623015,-3.7923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.113,306.412,368.913,326.02,1570.75,4692.85,4692.85,0,-251.881,4.95,8.86508e+07,0.585336,3.24247,0.000898436,-0.0394952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2015-09-10 15:23:27,-0.00482753,0.00267362,0.00830869,-0.00159903,-0.000942653,0,0.182911,-0.0428439,-0.489771,0.713243,0.0824026,-0.20292,0,0.0235789,160.436,306.412,368.913,326.02,1570.75,4692.85,4692.85,0,-246.441,4.9,8.88951e+07,0.24592,2.4851,0.0634911,-3.80534,0,71.7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.436,306.412,368.913,326.02,1570.75,4692.85,4692.85,0,-246.441,4.9,8.88951e+07,0.542492,3.0345,0.00127961,-0.0936275,0,71.7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,2015-09-15 17:56:23,-0.00253813,-0.000857713,0.00755785,0.00174095,-0.00725955,4.6,0.182559,1.29733,-0.723697,0.802804,0.0278858,-0.200388,4.6,7.11789e-06,171.215,337.886,368.913,326.02,1570.75,4692.85,4692.85,0,-176.321,4.775,1.01701e+08,0.246199,2.48643,0.0634141,-3.79929,0,71.7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.215,337.886,368.913,326.02,1570.75,4692.85,4692.85,0,-176.321,4.775,1.01701e+08,1.71588,8.56963,0.338368,0.505703,0,71.7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1,1,1,0,0,0,0,0,0
384,2015-09-15 19:37:34,-0.00250945,-0.00488321,0.0064692,0.00832846,-0.00598726,4.6,0.184318,-8.4671e-05,-5.43576,4.91062,0.694909,0.0764126,4.6,0.0176095,162.879,337.886,368.913,326.02,1570.75,4692.85,4692.85,0,-162.949,4.475,9.10619e+07,0.244811,2.47909,0.0635237,-3.82653,0,71.7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.879,337.886,368.913,326.02,1570.75,4692.85,4692.85,0,-162.949,4.475,9.10619e+07,0.584751,3.00583,0.0443895,-0.54037,0,71.7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,1,1,1,0,0,0,0,0,0
385,2015-09-16 09:39:05,0.000558274,-0.00569919,0.00504762,0.00825363,-0.00575927,5.3,0.182207,-0.117205,-0.418097,-0.106545,0.784079,0.0201231,5.3,0.0394101,91.1816,251.617,482.803,326.02,1570.75,4692.85,4692.85,0,-91.7659,4.675,1.49829e+08,0.246478,2.48857,0.0630619,-3.79649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1816,251.617,482.803,326.02,1570.75,4692.85,4692.85,0,-91.7659,4.675,1.49829e+08,0.468131,2.53357,0.00605505,-0.112086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,1,1,1,0,0,0,0,0,0
386,2015-09-16 13:08:59,-0.00138468,-0.00482753,0.00267362,0.00830869,-0.00159903,5.3,0.184669,-0.176004,-0.0428439,-0.489771,0.713243,0.0824026,5.3,0.0795306,91.1816,251.617,482.803,326.02,1570.75,4692.85,4692.85,0,-5.90662,4.55,3.07707e+09,0.244535,2.47463,0.0621044,-3.81972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1816,251.617,482.803,326.02,1570.75,4692.85,4692.85,0,-5.90662,4.55,3.07707e+09,0.366488,2.01258,0.00343196,-0.191511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1,1,0,0,0,0,0,0,0
387,2015-09-16 14:29:58,-0.000557011,-0.00253813,-0.000857713,0.00755785,0.00174095,5.3,0.183263,-1.32769,1.29733,-0.723697,0.802804,0.0278858,5.3,0.0684596,5.90662,177.122,252.348,326.02,1570.75,4692.85,4692.85,0,-0.856655,4.7,2.12163e+10,0.245642,2.48385,0.0614028,-3.81167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90662,177.122,252.348,326.02,1570.75,4692.85,4692.85,0,-0.856655,4.7,2.12163e+10,0.388188,2.16954,0.0119507,-0.28888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2015-09-29 19:37:44,0.00138782,-0.00250945,-0.00488321,0.0064692,0.00832846,0,0.182559,-0.091818,-8.4671e-05,-5.43576,4.91062,0.694909,0,0.0332049,0.856655,5.96286,252.348,326.02,1570.75,4692.85,4692.85,0,-14.0001,4.775,1.2831e+09,0.246199,2.4854,0.0615363,-3.7951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856655,5.96286,252.348,326.02,1570.75,4692.85,4692.85,0,-14.0001,4.775,1.2831e+09,0.492933,2.69881,0.0175166,-0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2015-10-15 23:52:46,0.00084218,0.000558274,-0.00569919,0.00504762,0.00825363,0,0.18115,0.138422,-0.117205,-0.418097,-0.106545,0.784079,0,0.0151475,14.0001,5.96286,252.348,326.02,1570.75,4692.85,4692.85,0,-29.5928,4.5,3.91536e+08,0.24732,2.48993,0.060954,-3.76762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0001,5.96286,252.348,326.02,1570.75,4692.85,4692.85,0,-29.5928,4.5,3.91536e+08,0.606553,3.07454,0.00374431,0.131125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2015-10-28 11:47:50,0.00391704,-0.00138468,-0.00482753,0.00267362,0.00830869,0,0.179739,0.676812,-0.176004,-0.0428439,-0.489771,0.713243,0,0.000741478,29.4471,5.96286,252.348,326.02,1570.75,4692.85,4692.85,0,-41.9436,4.55,2.76244e+08,0.248452,2.49219,0.0598139,-3.73088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4471,5.96286,252.348,326.02,1570.75,4692.85,4692.85,0,-41.9436,4.55,2.76244e+08,1.0433,5.12331,0.0435022,0.28933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2015-12-02 05:21:57,0.00452796,-0.000557011,-0.00253813,-0.000857713,0.00755785,0,0.17762,0.655112,-1.32769,1.29733,-0.723697,0.802804,0,0.000741478,29.4471,5.96286,252.348,326.02,1570.75,4692.85,4692.85,0,-76.6194,4.25,9.80927e+07,0.25017,2.49857,0.0587004,-3.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4471,5.96286,252.348,326.02,1570.75,4692.85,4692.85,0,-76.6194,4.25,9.80927e+07,1.0433,4.8231,0.00181192,-0.0229276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2015-12-24 19:18:32,0.00688668,0.00138782,-0.00250945,-0.00488321,0.0064692,0,0.174078,0.510501,-0.091818,-8.4671e-05,-5.43576,4.91062,0,0.000976562,76.6194,77.4058,252.348,326.02,1570.75,4692.85,4692.85,0,-85.9867,4.25,7.06088e+07,0.253085,2.50984,0.0586587,-3.61698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6194,77.4058,252.348,326.02,1570.75,4692.85,4692.85,0,-85.9867,4.25,7.06088e+07,1.00343,4.65367,0.00191258,-0.0377444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1,0,0,0,0,0,0,0,0
393,2015-12-24 21:20:22,0.00635636,0.00084218,0.000558274,-0.00569919,0.00504762,4,0.173368,0.341134,0.138422,-0.117205,-0.418097,-0.106545,4,0.00143529,76.6194,77.4058,252.348,326.02,1570.75,4692.85,4692.85,0,-69.8942,4.2,9.34883e+07,0.253677,2.50757,0.0576338,-3.5849,57.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6194,77.4058,252.348,326.02,1570.75,4692.85,4692.85,0,-69.8942,4.2,9.34883e+07,0.947687,4.35657,0.00276581,0.00294118,57.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2016-01-13 17:11:47,0.00671492,0.00391704,-0.00138468,-0.00482753,0.00267362,0,0.171593,-0.113921,0.676812,-0.176004,-0.0428439,-0.489771,0,0.00162877,86.0713,77.4058,252.348,326.02,1570.75,4692.85,4692.85,0,-77.225,4.25,8.23093e+07,0.255167,2.51169,0.0565647,-3.54331,57.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0713,77.4058,252.348,326.02,1570.75,4692.85,4692.85,0,-77.225,4.25,8.23093e+07,0.92938,4.32615,0.00226767,-0.0548801,57.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2016-02-09 00:47:01,0.00529771,0.00452796,-0.000557011,-0.00253813,-0.000857713,0,0.171237,-0.400546,0.655112,-1.32769,1.29733,-0.723697,0,0.011796,89.7215,77.4058,252.348,326.02,1570.75,4692.85,4692.85,0,-68.8091,4.275,1.35453e+08,0.255467,2.50954,0.0556818,-3.52333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.7215,77.4058,252.348,326.02,1570.75,4692.85,4692.85,0,-68.8091,4.275,1.35453e+08,0.642755,3.09283,0.00889392,-0.211834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2016-03-01 14:42:12,0.00358986,0.00688668,0.00138782,-0.00250945,-0.00488321,0,0.169814,-0.227767,0.510501,-0.091818,-8.4671e-05,-5.43576,0,0.00470977,68.8091,145.485,252.348,326.02,1570.75,4692.85,4692.85,0,-67.8081,4.35,1.32216e+08,0.256675,2.51519,0.0553825,-3.49913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8091,145.485,252.348,326.02,1570.75,4692.85,4692.85,0,-67.8081,4.35,1.32216e+08,0.775667,3.7192,0.00357163,0.105153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2016-04-25 04:52:30,0.00391198,0.00635636,0.00084218,0.000558274,-0.00569919,0,0.168746,-0.184151,0.341134,0.138422,-0.117205,-0.418097,0,0.00512143,67.7235,145.485,252.348,326.02,1570.75,4692.85,4692.85,0,-122.314,4.475,7.77057e+07,0.257589,2.51787,0.0552506,-3.47479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.7235,145.485,252.348,326.02,1570.75,4692.85,4692.85,0,-122.314,4.475,7.77057e+07,0.763536,3.76188,0.00249971,-0.0269141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,1,1,1,0,0,0,0,0
398,2016-04-26 01:45:48,0.00272744,0.00671492,0.00391704,-0.00138468,-0.00482753,4.3,0.16839,0.0740532,-0.113921,0.676812,-0.176004,-0.0428439,4.3,0.000976563,102.487,145.485,252.348,326.02,1570.75,4692.85,4692.85,0,-103.357,4.45,8.95259e+07,0.257895,2.51689,0.0547738,-3.45937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.487,145.485,252.348,326.02,1570.75,4692.85,4692.85,0,-103.357,4.45,8.95259e+07,1.00343,4.81033,0.00686376,0.106128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,1,1,1,0,0,0,0,0
399,2016-04-27 15:17:14,0.000602517,0.00529771,0.00452796,-0.000557011,-0.00253813,4.3,0.170526,-0.171445,-0.400546,0.655112,-1.32769,1.29733,4.3,0.0385542,77.0408,145.485,252.348,326.02,1570.75,4692.85,4692.85,0,-78.6043,4.5,2.40465e+08,0.25607,2.5086,0.0553614,-3.49653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0408,145.485,252.348,326.02,1570.75,4692.85,4692.85,0,-78.6043,4.5,2.40465e+08,0.47131,2.49718,0.0251696,-0.398387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,1,1,0,0,0,0,0,0,0
400,2016-04-28 18:14:38,0.00275995,0.00358986,0.00688668,0.00138782,-0.00250945,5.5,0.166607,-0.361449,-0.227767,0.510501,-0.091818,-8.4671e-05,5.5,0.0571936,57.0243,224.033,401.211,326.02,1570.75,4692.85,4692.85,0,-58.1475,4.65,2.76663e+08,0.259435,2.52876,0.0532325,-3.44719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0243,224.033,401.211,326.02,1570.75,4692.85,4692.85,0,-58.1475,4.65,2.76663e+08,0.414218,2.3024,0.0108393,-0.0584296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,1,1,0,0,0,0,0,0,0
401,2016-04-30 22:46:57,0.00246792,0.00391198,0.00635636,0.00084218,0.000558274,5.5,0.165894,-0.354683,-0.184151,0.341134,0.138422,-0.117205,5.5,0.0593528,3.55704,224.033,401.211,326.02,1570.75,4692.85,4692.85,0,-5.74615,4.55,2.79967e+09,0.260057,2.52606,0.0531646,-3.41351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55704,224.033,401.211,326.02,1570.75,4692.85,4692.85,0,-5.74615,4.55,2.79967e+09,0.408853,2.24936,0.000414306,-0.00162739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,1,1,0,0,0,0,0,0,0
