event	time	x1_bM	x2_bM	x3_bM	x4_bM	x5_bM	x6_indep_bM	x7_bM	x1_bA	x2_bA	x3_bA	x4_bA	x5_bA	x6_indep_bA	x7_bA	T4.00_indep_bM	T4.50_indep_bM	T5.00_indep_bM	T5.50_indep_bM	T6.00_indep_bM	T6.50_indep_bM	T7.00_indep_bM	T7.50_indep_bM	T8.00_indep_bM	Mmean_indep_bM	dE12_indep_bM	bM	a_bM	eta_bM	deltaM_bM	mu4.00_indep_bM	mu4.50_indep_bM	mu5.00_indep_bM	mu5.50_indep_bM	mu6.00_indep_bM	mu6.50_indep_bM	mu7.00_indep_bM	mu7.50_indep_bM	mu8.00_indep_bM	c4.00_indep_bM	c4.50_indep_bM	c5.00_indep_bM	c5.50_indep_bM	c6.00_indep_bM	c6.50_indep_bM	c7.00_indep_bM	c7.50_indep_bM	c8.00_indep_bM	T4.00_indep_bA	T4.50_indep_bA	T5.00_indep_bA	T5.50_indep_bA	T6.00_indep_bA	T6.50_indep_bA	T7.00_indep_bA	T7.50_indep_bA	T8.00_indep_bA	Mmean_indep_bA	dE12_indep_bA	bA	a_bA	eta_bA	deltaM_bA	mu4.00_indep_bA	mu4.50_indep_bA	mu5.00_indep_bA	mu5.50_indep_bA	mu6.00_indep_bA	mu6.50_indep_bA	mu7.00_indep_bA	mu7.50_indep_bA	mu8.00_indep_bA	c4.00_indep_bA	c4.50_indep_bA	c5.00_indep_bA	c5.50_indep_bA	c6.00_indep_bA	c6.50_indep_bA	c7.00_indep_bA	c7.50_indep_bA	c8.00_indep_bA	continuousClass	class4.00	class4.50	class5.00	class5.50	class6.00	class6.50	class7.00	class7.50	class8.00
110	1991-01-18 10:49:56	0.000263969	-0.000672835	-0.000588261	-0.00118666	-0.000598453	4.80000	0.241581	-11.0404	11.75	-0.908353	1.00039	-0.195446	4.80000	0.000994587	29.063	29.063	9.7115	0.851574	1489.94	1489.94000	0.00000	-29.4473	-29.4473	5.17500	9.84286e+08	0.205646	2.36212	0.0631394	-4.08637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.063	29.063	9.7115	0.851574	1489.94	1489.94000	0.00000	-29.4473	-29.4473	5.17500	9.84286e+08	1.00079	5.59938	0.0167987	-0.24498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80000	1	1	0	0	0	0	0	0	0
111	1991-01-18 22:53:09	0.00133366	0.000852191	-0.000705071	-0.00413393	-8.32667e-17	4.80000	0.240698	0.50515	0.642432	-0.150635	0.301395	-0.358852	4.80000	3.05176e-05	23.8528	23.8528	9.7115	0.851574	1489.94	1489.94000	0.00000	-24.355	-24.355	5.03750	9.84257e+08	0.206176	2.36339	0.062606	-4.06298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.8528	23.8528	9.7115	0.851574	1489.94	1489.94000	0.00000	-24.355	-24.355	5.03750	9.84257e+08	1.50515	7.95848	0.0240707	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80000	1	1	0	0	0	0	0	0	0
112	1991-01-19 13:24:09	0.00211452	-0.000261946	0.00188293	-0.00605695	0.0033656	4.80000	0.239814	0.167075	0.433785	-0.126756	0.289502	-0.100571	4.80000	0.001	20.2569	20.2569	9.7115	0.851574	1489.94	1489.94000	0.00000	-20.8618	-20.8618	4.90000	9.08775e+08	0.206708	2.36527	0.0622332	-4.04252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2569	20.2569	9.7115	0.851574	1489.94	1489.94000	0.00000	-20.8618	-20.8618	4.90000	9.08775e+08	1	5.35154	0.0102071	-0.151545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80000	1	1	0	0	0	0	0	0	0
113	1991-01-21 01:50:51	0.000805857	-0.000805857	0.0012294	-0.00413393	0.000200636	4.80000	0.241116	0.464277	0.277155	-0.133186	0.103822	0.0188257	4.80000	0.001	1.49147	1.49147	9.7115	0.851574	1489.94	1489.94000	0.00000	-3.01001	-3.01001	4.80000	5.25293e+09	0.205924	2.36107	0.0623985	-4.06570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49147	1.49147	9.7115	0.851574	1489.94	1489.94000	0.00000	-3.01001	-3.01001	4.80000	5.25293e+09	1	5.40206	0	-0.60206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80000	1	1	0	0	0	0	0	0	0
114	1991-01-21 18:02:39	8.34997e-05	0.000263969	-0.000672835	-0.000588261	-0.00118666	4.80000	0.241442	-0.000785738	-11.0404	11.75	-0.908353	1.00039	4.80000	0.001	2.62564	2.62564	9.7115	0.851574	1489.94	1489.94000	0.00000	-3.3005	-3.3005	4.80000	4.79061e+09	0.205729	2.36261	0.0635546	-4.08407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62564	2.62564	9.7115	0.851574	1489.94	1489.94000	0.00000	-3.3005	-3.3005	4.80000	4.79061e+09	1	5.40206	0	-0.60206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80000	1	1	0	0	0	0	0	0	0
115	1991-01-21 22:13:48	0.000532718	0.00133366	0.000852191	-0.000705071	-0.00413393	4.80000	0.239814	-0.50515	0.50515	0.642432	-0.150635	0.301395	4.80000	0.001	2.79826	2.79826	9.7115	0.851574	1489.94	1489.94000	0.00000	-2.97267	-2.97267	4.80000	5.31891e+09	0.206708	2.36913	0.063936	-4.06119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79826	2.79826	9.7115	0.851574	1489.94	1489.94000	0.00000	-2.97267	-2.97267	4.80000	5.31891e+09	1	5.40206	0	-0.60206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20000	1	0	0	0	0	0	0	0	0
121	1991-09-30 17:31:11	0.00381753	0.00982054	0.000805857	-0.000805857	0.0012294	0.00000	0.219438	-0.0209215	-0.428039	0.464277	0.277155	-0.133186	0.00000	0.022227	37.7056	39.833	46.4133	0.851574	1489.94	1489.94000	0.00000	-238.313	-238.313	4.65000	5.93192e+07	0.219562	2.41080	0.0724914	-4.28001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.7056	39.833	46.4133	0.851574	1489.94	1489.94000	0.00000	-238.313	-238.313	4.65000	5.93192e+07	0.551039	2.90739	0.022308	-0.176185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35000	1	0	0	0	0	0	0	0	0
143	1996-03-05 14:52:28	-0.00262316	-0.00106752	-0.00778046	0.00137338	0.000567277	0.00000	0.230949	0.0900332	-0.101908	-0.00987006	0.0956431	-0.646447	0.00000	0.0917185	176.388	176.388	404.655	882.916	1532.39	1489.94000	0.00000	-254.329	-254.329	5.18750	3.15019e+08	0.212161	2.36975	0.0631807	-4.46958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.388	176.388	404.655	882.916	1532.39	1489.94000	0.00000	-254.329	-254.329	5.18750	3.15019e+08	0.345848	2.13914	0.00384395	-0.185202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90000	1	1	1	1	0	0	0	0	0
151	1997-11-12 22:36:47	0.0080372	0.00104154	-0.00262316	-0.00106752	-0.00778046	0.00000	0.21691	1.36998	0.266443	0.0900332	-0.101908	-0.00987006	0.00000	1.13028e-06	332.762	265.618	265.729	376.509	1415.85	1489.94000	0.00000	-351.593	-351.593	4.57500	3.47949e+07	0.22124	2.40955	0.0634875	-4.49111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332.762	265.618	265.729	376.509	1415.85	1489.94000	0.00000	-351.593	-351.593	4.57500	3.47949e+07	1.98227	9.41394	0.372937	0.450931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20000	1	1	1	0	0	0	0	0	0
159	1999-09-20 17:47:18	-0.00355671	0.00745623	0.0080372	0.00104154	-0.00262316	0.00000	0.211145	-0.208221	-1.60736	1.36998	0.266443	0.0900332	0.00000	0.316172	359.07	604.663	618.457	376.509	1415.85	1489.94000	0.00000	-429.96	-429.96	4.72500	1.12807e+09	0.22514	2.40760	0.0596337	-4.29382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359.07	604.663	618.457	376.509	1415.85	1489.94000	0.00000	-429.96	-429.96	4.72500	1.12807e+09	0.166692	1.13267	0.0493404	-1.795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40000	1	1	1	1	1	0	0	0	0
160	1999-09-20 17:57:16	-0.00788334	0.01102	0.00433038	0.000845607	0.000315388	7.70000	0.215558	-0.300592	-0.120443	0.167639	0.13289	-0.0141384	7.70000	0.266828	163.413	163.413	1280.43	1548.45	1933.69	4692.85000	4692.85000	0	-163.42	5.55000	3.14095e+09	0.222146	2.40255	0.0486339	-3.11519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.413	163.413	1280.43	1548.45	1933.69	4692.85000	4692.85000	0	-163.42	5.55000	3.14095e+09	0.191256	1.40653	0.0118962	0.345863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40000	1	1	1	1	1	0	0	0	0
161	1999-09-20 18:03:44	-0.0120967	0.00828393	0.00469104	0.00365512	0.00115643	7.70000	0.220615	-0.205972	-0.0337548	-0.076957	0.202298	-0.121016	7.70000	0.244859	102.444	102.444	1028.4	1294.13	1670.53	4692.85000	4692.85000	0	-102.448	5.87500	5.39103e+09	0.218788	2.38939	0.0483716	-3.22103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.444	102.444	1028.4	1294.13	1670.53	4692.85000	4692.85000	0	-102.448	5.87500	5.39103e+09	0.203694	1.54176	0.00105295	0.131028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40000	1	1	1	1	1	0	0	0	0
162	1999-09-20 18:11:53	-0.0161594	0.005688	0.00586489	0.00673318	-0.00298918	7.70000	0.224968	-0.64202	0.610331	-0.208307	0.184765	-0.0261164	7.70000	0.0924134	70.9018	70.9018	675.565	1294.02	1294.13	4692.85000	4692.85000	0	-70.9074	6.20000	8.14709e+09	0.215959	2.38217	0.0457784	-3.33062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.9018	70.9018	675.565	1294.02	1294.13	4692.85000	4692.85000	0	-70.9074	6.20000	8.14709e+09	0.344755	2.48253	0.0356307	0.499136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40000	1	1	1	1	1	0	0	0	0
163	1999-09-20 18:16:18	-0.0121458	-0.00355671	0.00745623	0.0080372	0.00104154	7.70000	0.229625	2.84361	-0.208221	-1.60736	1.36998	0.266443	7.70000	9.31323e-10	0.0170718	0.0170718	0.0170718	0.0170718	0.0170718	4692.85000	4692.85000	0	-0.0201389	6.55000	3.0315e+13	0.212994	2.37267	0.045541	-3.43964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170718	0.0170718	0.0170718	0.0170718	0.0170718	4692.85000	4692.85000	0	-0.0201389	6.55000	3.0315e+13	3.0103	20.0938	4.25154	1.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40000	1	1	1	1	1	0	0	0	0
164	1999-09-22 00:14:39	-0.0124427	-0.00788334	0.01102	0.00433038	0.000845607	7.70000	0.234905	1.79101	-0.300592	-0.120443	0.167639	0.13289	7.70000	1.13028e-06	0.0132176	0.0132176	0.0132176	0.0132176	0.0132176	4692.85000	4692.85000	0	-1.26207	6.17500	1.48547e+11	0.209703	2.36359	0.0447681	-3.57115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132176	0.0132176	0.0132176	0.0132176	0.0132176	4692.85000	4692.85000	0	-1.26207	6.17500	1.48547e+11	1.98227	12.6168	0.00968773	-0.0648264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80000	1	1	1	1	0	0	0	0	0
165	1999-09-22 00:25:43	-0.00867955	-0.0120967	0.00828393	0.00469104	0.00365512	7.70000	0.234247	0.0372964	-0.205972	-0.0337548	-0.076957	0.202298	7.70000	0.189246	1.25758	1.25758	1.25758	1.25758	1.25758	4692.85000	4692.85000	0	-1.26527	6.25000	1.26347e+11	0.210109	2.37399	0.0409157	-3.59885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25758	1.25758	1.25758	1.25758	1.25758	4692.85000	4692.85000	0	-1.26527	6.25000	1.26347e+11	0.240991	1.85125	0.053209	-1.28181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80000	1	1	1	1	0	0	0	0	0
166	1999-09-22 00:49:42	-0.00905404	-0.0161594	0.005688	0.00586489	0.00673318	7.70000	0.239488	-0.0713963	-0.64202	0.610331	-0.208307	0.184765	7.70000	0.15133	1.25961	1.25961	1.25758	1.25758	1.25758	4692.85000	4692.85000	0	-1.27626	5.82500	1.0615e+11	0.206905	2.35752	0.0418453	-3.69418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25961	1.25961	1.25758	1.25758	1.25758	4692.85000	4692.85000	0	-1.27626	5.82500	1.0615e+11	0.273359	1.93737	0.0292425	-0.687271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32500	1	1	1	0	0	0	0	0	0
167	1999-09-22 06:50:08	-0.00389685	-0.0121458	-0.00355671	0.00745623	0.0080372	7.70000	0.23589	-2.78026	2.84361	-0.208221	-1.60736	1.36998	7.70000	0.204124	1.27319	1.27319	1.27626	1.27626	1.25758	4692.85000	4692.85000	0	-1.5235	5.75000	6.98498e+10	0.209097	2.37479	0.0418742	-3.65736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27319	1.27319	1.27626	1.27626	1.25758	4692.85000	4692.85000	0	-1.5235	5.75000	6.98498e+10	0.230035	1.66776	0.0208135	-0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32500	1	1	1	0	0	0	0	0	0
168	1999-09-25 23:52:48	-0.00343612	-0.0124427	-0.00788334	0.01102	0.00433038	7.70000	0.240547	-1.66416	1.79101	-0.300592	-0.120443	0.167639	7.70000	0.111089	1.27319	1.27319	1.27626	1.27626	1.25758	4692.85000	4692.85000	0	-3.98483	5.20000	1.97661e+10	0.206267	2.35562	0.0416072	-3.72028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27319	1.27319	1.27626	1.27626	1.25758	4692.85000	4692.85000	0	-3.98483	5.20000	1.97661e+10	0.31811	1.99923	0.0139739	0.115304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32500	1	1	1	0	0	0	0	0	0
169	1999-09-27 04:03:26	-0.00525272	-0.00867955	-0.0120967	0.00828393	0.00469104	7.70000	0.242903	0.0183719	0.0372964	-0.205972	-0.0337548	-0.076957	7.70000	0.166691	3.98483	3.98483	5.23368	1.27626	1.25758	4692.85000	4692.85000	0	-5.15119	4.93125	7.08097e+09	0.204856	2.35400	0.0433285	-3.79099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98483	3.98483	5.23368	1.27626	1.25758	4692.85000	4692.85000	0	-5.15119	4.93125	7.08097e+09	0.259363	1.62404	0.0066937	-0.461636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32500	1	1	1	0	0	0	0	0	0
170	1999-09-27 07:00:44	-0.00267571	-0.00905404	-0.0161594	0.005688	0.00586489	7.70000	0.243956	-0.179065	-0.0713963	-0.64202	0.610331	-0.208307	7.70000	0.521339	5.15119	5.15119	5.15888	1.27626	1.25758	4692.85000	4692.85000	0	-5.25766	5.11250	8.00099e+09	0.20423	2.35351	0.0438263	-3.82382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15119	5.15119	5.15888	1.27626	1.25758	4692.85000	4692.85000	0	-5.25766	5.11250	8.00099e+09	0.0942934	0.871151	0.0467277	-3.43872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32500	1	1	1	0	0	0	0	0	0
173	1999-10-30 07:02:48	-0.0037005	-0.00525272	-0.00867955	-0.0120967	0.00828393	0.00000	0.249192	0.0385931	0.0183719	0.0372964	-0.205972	-0.0337548	0.00000	0.127683	21.4981	21.4981	21.4981	1.27626	1.25758	4692.85000	4692.85000	0	-33.1246	5.34375	1.01844e+09	0.201155	2.34766	0.0465622	-3.97087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4981	21.4981	21.4981	1.27626	1.25758	4692.85000	4692.85000	0	-33.1246	5.34375	1.01844e+09	0.297956	2.04375	0.0840169	-1.45923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30000	1	1	1	1	1	0	0	0	0
174	1999-10-30 07:32:48	-0.00381694	-0.00267571	-0.00905404	-0.0161594	0.005688	4.30000	0.250473	0.343043	-0.179065	-0.0713963	-0.64202	0.610331	4.30000	0.0487519	33.0014	21.4981	21.4981	1.27626	1.25758	4692.85000	4692.85000	0	-33.0223	5.08750	8.52283e+08	0.200413	2.34186	0.0462589	-3.98520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.0014	21.4981	21.4981	1.27626	1.25758	4692.85000	4692.85000	0	-33.0223	5.08750	8.52283e+08	0.437336	2.61402	0.0515472	-0.577149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30000	1	1	1	1	1	0	0	0	0
175	1999-10-30 08:27:53	-0.00397537	-0.00672306	-0.00389685	-0.0121458	-0.00355671	4.60000	0.253983	-0.741031	0.769965	-2.78026	2.84361	-0.208221	4.60000	0.167145	32.8178	33.0223	21.4981	1.27626	1.25758	4692.85000	4692.85000	0	-32.8561	4.90625	8.89548e+08	0.198399	2.33351	0.0475419	-4.06175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.8178	33.0223	21.4981	1.27626	1.25758	4692.85000	4692.85000	0	-32.8561	4.90625	8.89548e+08	0.258969	1.61562	0.0213683	-0.838658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30000	1	1	1	1	1	0	0	0	0
180	2000-07-07 05:35:47	-0.00105082	-0.00487271	-0.0058539	-0.00343612	-0.0124427	0.00000	0.260935	-0.02867	-7.73746	7.70936	-1.66416	1.79101	0.00000	0.164436	222.021	224.414	224.414	262.756	264.005	4692.85000	4692.85000	0	-248.488	5.60000	4.19011e+08	0.194489	2.33040	0.0446108	-4.28213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.021	224.414	224.414	262.756	264.005	4692.85000	4692.85000	0	-248.488	5.60000	4.19011e+08	0.261334	1.80852	0.0170001	-0.520351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80000	1	1	0	0	0	0	0	0	0
181	2000-07-10 08:32:57	-0.00251942	-0.00221151	-0.0037005	-0.00525272	-0.00867955	4.40000	0.25747	0.0101284	-0.00795171	0.0385931	0.0183719	0.0372964	4.40000	0.125777	195.475	224.414	224.414	262.756	264.005	4692.85000	4692.85000	0	-198.598	5.12500	3.27858e+08	0.196424	2.34114	0.0442112	-4.21876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.475	224.414	224.414	262.756	264.005	4692.85000	4692.85000	0	-198.598	5.12500	3.27858e+08	0.300133	1.88323	0.00343386	0.125332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40000	1	1	1	0	0	0	0	0	0
182	2000-07-13 17:36:04	-0.000897307	-0.00255652	-0.00381694	-0.00267571	-0.00905404	4.80000	0.256521	-0.00302231	-0.146565	0.343043	-0.179065	-0.0713963	4.80000	0.13701	54.2133	251.611	224.414	262.756	264.005	4692.85000	4692.85000	0	-57.5905	5.25000	1.13497e+09	0.196959	2.33948	0.0436893	-4.17801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.2133	251.611	224.414	262.756	264.005	4692.85000	4692.85000	0	-57.5905	5.25000	1.13497e+09	0.287749	1.85574	0.000120547	-0.049144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40000	1	1	1	0	0	0	0	0	0
183	2000-07-13 22:01:12	0.00427253	-0.00390933	-0.00397537	-0.00672306	-0.00389685	4.80000	0.253346	1.12424	-0.0256192	-0.741031	0.769965	-2.78026	4.80000	8.45748e-05	32.9671	251.611	224.414	262.756	264.005	4692.85000	4692.85000	0	-33.1512	5.00000	1.78309e+09	0.198762	2.34829	0.04301	-4.11461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.9671	251.611	224.414	262.756	264.005	4692.85000	4692.85000	0	-33.1512	5.00000	1.78309e+09	1.35759	7.16422	1.04572	1.12283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40000	1	1	1	0	0	0	0	0	0
184	2000-07-14 00:07:32	0.00445463	-0.00105082	-0.00487271	-0.0058539	-0.00343612	4.80000	0.253028	0.351067	-0.02867	-7.73746	7.70936	-1.66416	4.80000	0.0145478	6.68432	57.7746	224.414	262.756	264.005	4692.85000	4692.85000	0	-6.77205	4.57500	2.644e+09	0.198944	2.34581	0.0424588	-4.09132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68432	57.7746	224.414	262.756	264.005	4692.85000	4692.85000	0	-6.77205	4.57500	2.644e+09	0.612401	3.17802	0.0283386	-0.389446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80000	1	1	0	0	0	0	0	0	0
185	2000-07-14 09:40:52	0.00585522	-0.00251942	-0.00221151	-0.0037005	-0.00525272	5.40000	0.247264	0.284618	0.0101284	-0.00795171	0.0385931	0.0183719	5.40000	0.0176095	3.64902	33.2389	255.26	262.756	264.005	4692.85000	4692.85000	0	-4.04716	4.82500	4.58571e+09	0.20228	2.36429	0.0413318	-3.98820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64902	33.2389	255.26	262.756	264.005	4692.85000	4692.85000	0	-4.04716	4.82500	4.58571e+09	0.584751	3.16647	0.00235557	-0.0150854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80000	1	1	0	0	0	0	0	0	0
187	2000-09-10 08:54:45	0.00351791	0.00427253	-0.00390933	-0.00397537	-0.00672306	0.00000	0.247264	-0.892896	1.12424	-0.0256192	-0.741031	0.769965	0.00000	0.040358	1.04402	1.04402	255.26	262.756	264.005	4692.85000	4692.85000	0	-58.4539	4.87500	5.94606e+08	0.20228	2.35554	0.0458499	-3.94498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04402	1.04402	255.26	262.756	264.005	4692.85000	4692.85000	0	-58.4539	4.87500	5.94606e+08	0.46469	2.61042	0.0119043	-0.217544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.70000	1	1	0	0	0	0	0	0	0
188	2000-09-11 10:49:33	0.00314755	0.00445463	-0.00105082	-0.00487271	-0.0058539	5.80000	0.247586	-0.170718	0.351067	-0.02867	-7.73746	7.70936	5.80000	0.0473097	58.3661	58.3661	116.228	354.337	264.005	4692.85000	4692.85000	0	-59.4458	5.15000	5.84684e+08	0.202091	2.35260	0.0466376	-3.94126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.3661	58.3661	116.228	354.337	264.005	4692.85000	4692.85000	0	-59.4458	5.15000	5.84684e+08	0.441683	2.61972	0.00282446	-0.131223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.40000	1	0	0	0	0	0	0	0	0
192	2001-01-09 19:16:25	0.00511014	0.00314755	0.00445463	-0.00105082	-0.00487271	0.00000	0.238999	0.534844	-0.170718	0.351067	-0.02867	-7.73746	0.00000	0.00117603	79.0076	137.497	116.228	354.337	264.005	4692.85000	4692.85000	0	-120.352	4.57500	9.32362e+07	0.207202	2.36906	0.0437628	-3.73361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.0076	137.497	116.228	354.337	264.005	4692.85000	4692.85000	0	-120.352	4.57500	9.32362e+07	0.976527	4.81266	0.00283247	-0.0283468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.10000	1	1	1	0	0	0	0	0	0
199	2002-03-31 06:52:50	-0.00158511	0.00557818	0.00482307	0.00351791	0.00427253	0.00000	0.232655	-0.582383	0.104352	0.46469	-0.892896	1.12424	0.00000	0.0442538	226.972	351.935	578.139	833.399	264.005	4692.85000	4692.85000	0	-274.115	4.87500	9.30135e+07	0.211096	2.37937	0.0457695	-3.57151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226.972	351.935	578.139	833.399	264.005	4692.85000	4692.85000	0	-274.115	4.87500	9.30135e+07	0.45135	2.54538	0.00289651	0.0605091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86667	1	1	0	0	0	0	0	0	0
200	2002-03-31 08:02:16	-0.00359212	0.0067366	0.00511014	0.00314755	0.00445463	4.86667	0.233863	-0.322086	-0.098425	0.534844	-0.170718	0.351067	4.86667	0.0214759	211.805	274.115	578.139	833.399	264.005	4692.85000	4692.85000	0	-211.853	4.89167	1.2217e+08	0.210346	2.37629	0.0461996	-3.59706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.805	274.115	578.139	833.399	264.005	4692.85000	4692.85000	0	-211.853	4.89167	1.2217e+08	0.556016	3.0649	0.0051424	0.187753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86667	1	1	0	0	0	0	0	0	0
201	2002-04-03 18:06:10	-0.00601262	0.00560876	0.0044554	0.0028665	0.00585522	4.86667	0.235726	-0.703977	0.736343	0.273796	-0.168441	0.284618	4.86667	0.00680118	200.975	200.975	578.139	833.399	264.005	4692.85000	4692.85000	0	-204.394	5.00833	1.36234e+08	0.209198	2.37198	0.0469609	-3.63844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.975	200.975	578.139	833.399	264.005	4692.85000	4692.85000	0	-204.394	5.00833	1.36234e+08	0.722472	4.00746	0.00645909	0.153133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86667	1	1	0	0	0	0	0	0	0
202	2002-04-04 13:04:48	-0.00218616	-8.32667e-17	0.00515243	0.00537666	0.00456981	4.86667	0.234631	0.554669	-0.545805	0.623543	-0.333414	0.413257	4.86667	0.001	50.6102	50.6102	578.139	833.399	264.005	4692.85000	4692.85000	0	-51.401	5.07500	5.67205e+08	0.209872	2.37767	0.0473735	-3.62917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.6102	50.6102	578.139	833.399	264.005	4692.85000	4692.85000	0	-51.401	5.07500	5.67205e+08	1	5.52654	0.0133718	0.173455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20000	1	0	0	0	0	0	0	0	0
